predict,x,y,clay,sand,fla,rivers,roads,aspect,nitrogen
predict,473626.628536341,4434682.99564418,219,422,2768.24682617188,175.021026611328,145.625869750977,238.74983215332,4814
predict,473718.178754241,4434680.63262233,218.400970458984,421.800323486328,6477.236328125,274.928344726562,98.0240097045898,215.983856201172,4634.091796875
predict,473805.036298005,4434472.10105186,216,419.046997070312,7958.4345703125,140.911514282227,97.9049758911133,222.624755859375,3348.58056640625
predict,473815.130164937,4434738.96550454,216.328948974609,420.671051025391,6077.9990234375,368.009216308594,29.5770397186279,224.528991699219,3896.69384765625
predict,473908.586232772,4434555.89241544,216,421,9568.3623046875,217.93244934082,146.13981628418,215.405944824219,3913
predict,473942.053512125,4434716.18349083,216.328948974609,420.671051025391,5620.798828125,373.753326416016,58.4895858764648,222.936920166016,3896.69384765625
predict,473935.747830172,4434673.42308508,216,421,7263.63330078125,324.811737060547,74.2372055053711,218.744262695312,3913
predict,473936.22267041,4434643.37299155,216,421,5325.84716796875,276.249542236328,112.255485534668,226.410095214844,3913
predict,473942.599419476,4434508.38639434,216,421,3496.96484375,181.482955932617,158.023635864258,225.286193847656,3913
predict,474213.396845688,4433458.55019516,213.096420288086,438.728942871094,553.239074707031,570.582702636719,101.387283325195,172.917449951172,3727.74560546875
predict,474363.340837344,4433520.03801908,219,437,2387.10571289062,494.630310058594,61.1607398986816,96.4381408691406,3787
predict,474441.366368383,4433592.86338531,219,437,5840.10888671875,484.954681396484,110.538543701172,126.20076751709,3787
predict,474422.08479708,4433539.15095115,219,437,6091.67822265625,453.818206787109,111.11937713623,97.5578079223633,3787
predict,474499.178838266,4432955.58603606,198.82243347168,414.544281005859,1643.27758789062,276.258941650391,229.750854492188,51.007453918457,4588.49462890625
predict,474595.68047004,4434948.17526879,239,397,19154.458984375,326.768127441406,8.11342525482178,199.142593383789,3951
predict,474618.988178548,4434924.01368223,239,397,9760.990234375,330.1572265625,57.9509086608887,218.029083251953,3951
predict,474649.443162662,4434883.02753538,239,397,7484.14990234375,280.763488769531,54.4453010559082,216.724243164062,3951
predict,474631.986100117,4434834.32486089,239,397,6602.0927734375,231.630004882812,45.745304107666,227.970565795898,3951
predict,474628.990813098,4433971.15024905,224.093978881836,424.023498535156,2246.55200195312,337.181701660156,26.1990718841553,260.26416015625,3918.1240234375
predict,474630.007614934,4433940.72457232,224,424,2230.75366210938,361.517120361328,68.8852920532227,243.04670715332,3906
predict,474662.217253871,4432829.65291504,200,411,1515.65637207031,78.2502593994141,13.8510837554932,108.031204223633,3480
predict,475751.494564062,4435485.3597763,230.053207397461,383.873901367188,1715.15942382812,335.651672363281,80.1820678710938,209.195999145508,3565.13549804688
predict,475796.25242747,4435593.23159799,234,371,688.10546875,253.002990722656,116.101600646973,193.788589477539,3457
predict,475762.818519539,4435493.35586751,237.906021118164,376.859008789062,720.662048339844,287.332763671875,121.126564025879,208.807418823242,3579.06298828125
predict,476802.196250576,4434751.46706402,208,417,2151.77075195312,222.472351074219,67.7143707275391,167.396041870117,3215
predict,476801.27912229,4434743.52916058,216.788528442383,410.164459228516,2289.078125,173.20182800293,24.8723812103271,167.352127075195,3007.98120117188
predict,476826.326212029,4434749.15843075,216.788528442383,410.164459228516,2128.99536132812,170.759353637695,3.2127673625946,152.514587402344,3007.98120117188
predict,477144.152422832,4434539.7274055,206,413,11248.0263671875,67.5466461181641,40.3181343078613,163.525482177734,3213
predict,477275.420378188,4432181.24998051,234,414,1540.81848144531,260.666442871094,132.099868774414,175.756576538086,3818
predict,477282.097295794,4432042.81272813,234,414,5858.84912109375,203.919326782227,221.415328979492,190.946868896484,3818
predict,477317.102137586,4432161.03871947,234,414,1147.27087402344,249.783447265625,93.9924468994141,192.929122924805,3818
predict,477331.268557614,4430851.82827333,211,410,1569.95581054688,93.3234252929688,187.008178710938,97.2032852172852,2567
predict,477389.601427484,4433486.20027707,225.953002929688,424.812042236328,2489.63354492188,212.267959594727,60.782283782959,273.288818359375,3653.76782226562
predict,477440.34325499,4435066.75039237,231,401,3854.36962890625,511.536468505859,326.222442626953,198.344039916992,3724
predict,477428.754498064,4435038.04589905,231,401,3953.48266601562,475.806884765625,277.955230712891,198.310165405273,3724
predict,477425.787824712,4433691.04498453,224,417,2204.29418945312,259.504180908203,23.0264472961426,304.419860839844,3561
predict,477411.101161117,4431327.73178646,193,425,222.686050415039,153.659271240234,261.837493896484,95.1289672851562,2467
predict,477437.964462643,4430285.33482437,220,404,10034.9931640625,47.453239440918,196.481185913086,75.6606674194336,2460
predict,477499.819534493,4433530.09478197,225.198059082031,414.404205322266,3442.94287109375,323.186492919922,62.8898963928223,278.553771972656,3504.2919921875
predict,477478.774392465,4430367.01775964,219.800323486328,402.801940917969,2527.37353515625,32.485294342041,135.313491821289,159.568634033203,2643.10278320312
predict,477513.339835345,4430321.98176289,219,398,28859.83203125,15.770058631897,173.481918334961,154.235824584961,3377
predict,477570.864805976,4430339.83216496,219,398,1498.39660644531,27.3496417999268,178.041046142578,255.729736328125,3377
predict,477624.034953912,4431106.22442181,201,428,1521.0556640625,49.1503524780273,484.859344482422,251.40087890625,2538
predict,477759.666049652,4430806.00885653,212.600646972656,432.600646972656,645.419982910156,241.38655090332,374.078338623047,169.24104309082,2429.81494140625
predict,477775.40768978,4431267.01403168,222,401,215.730972290039,124.50993347168,432.507720947266,247.791275024414,2435
predict,477850.394008106,4435255.02371902,218,416,1583.91735839844,334.561553955078,28.6867122650146,132.757263183594,4362
predict,477868.851264658,4435269.53992436,218,416,1772.3173828125,293.807586669922,7.5016131401062,86.2897491455078,4362
predict,478142.806326324,4430937.28289116,206,430,245.968643188477,61.6050834655762,372.435333251953,83.3944473266602,2459
predict,478371.81527373,4438053.24765695,236,394,418.820129394531,100.149169921875,57.0641784667969,231.242950439453,3614
predict,478379.521373063,4431448.42505382,224,405,400.283813476562,28.9812774658203,179.924072265625,135.025375366211,3135
predict,478432.340064381,4431094.69929243,217,408,2467.8095703125,78.7758560180664,174.110855102539,98.4881362915039,3084
predict,478471.089229703,4431465.7060797,223.072067260742,401.346984863281,740.682312011719,20.9473648071289,75.3552856445312,78.9396209716797,3197.28442382812
predict,478463.917852968,4431440.97147013,223.001617431641,401.605499267578,669.242980957031,41.7756652832031,91.3594360351562,97.1230850219727,3213.8720703125
predict,478473.588624133,4431208.95352267,217.725967407227,405.314971923828,740.474304199219,113.764587402344,156.695526123047,123.468368530273,2951.53735351562
predict,478492.427775517,4431197.31575478,217.599029541016,405.404205322266,1660.16918945312,91.483268737793,141.556289672852,127.652961730957,2945.22509765625
predict,478578.955216179,4435857.94086172,241,372,4033.74291992188,263.427032470703,13.0418300628662,165.166763305664,3894
predict,478585.469515876,4435834.66173491,241,372,3630.26611328125,237.129592895508,32.7270469665527,166.696701049805,3894
predict,478574.892622357,4435789.9262396,241,372,5205.4140625,212.641967773438,47.1013031005859,161.925094604492,3894
predict,478570.079415496,4431033.98153766,220,395,746.347534179688,75.5471496582031,30.1221237182617,247.755889892578,2389
predict,478624.753504868,4431595.33966863,226,385,21543.583984375,19.3217334747314,21.8289909362793,250.763565063477,2752
predict,478611.727895665,4430656.88434673,233,402,1729.69677734375,54.7408866882324,13.2999496459961,256.41357421875,2943
predict,478660.734396587,4431008.40137245,220,395,1290.22338867188,62.5394020080566,67.7574768066406,205.452224731445,2389
predict,479014.218547662,4431305.52482985,237,386,1759.79260253906,119.737907409668,79.9337463378906,227.90901184082,3304
predict,479363.99093796,4432988.27759856,234.093978881836,362.728363037109,2868.72607421875,31.6250476837158,190.343551635742,185.154357910156,2604.79028320312
predict,479360.229199745,4432923.22165531,234,362,7582.310546875,16.9156475067139,153.663375854492,177.259918212891,2598
predict,481006.880582198,4432476.03282277,260.699890136719,381.037780761719,1573.02392578125,537.19873046875,30.7248115539551,69.4388656616211,2781.76953125
predict,481018.45630754,4431729.599701,237,391.906005859375,651.114074707031,442.434417724609,96.8094863891602,121.465019226074,3270.75854492188
predict,481376.517915445,4433998.86819858,264.530090332031,386,5473.73974609375,127.040954589844,122.075004577637,315.953216552734,3191.34106445312
predict,481440.066925949,4434060.12823842,245,386,4024.41064453125,172.187362670898,85.4117736816406,275.837127685547,3538
